Name,Symbol,Price,Img,1hr%,24hr%,7d%,MarketCap,Volume(24h),Vol(24h),CirculatingSupply,Last7Days
Ondo,ONDO,$0.8366,https://s2.coinmarketcap.com/static/img/coins/64x64/21159.png,0.07%,3.67%,1.23%,$2.64B,"$71,088,441",84.96M ONDO,3.15B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/21159.svg
Ethereum Classic,ETC,$17.21,https://s2.coinmarketcap.com/static/img/coins/64x64/1321.png,0.04%,3.31%,1.34%,$2.62B,"$72,480,433",4.22M ETC,152.22M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1321.svg
Kaspa,KAS,$0.08831,https://s2.coinmarketcap.com/static/img/coins/64x64/20396.png,0.22%,2.76%,2.66%,$2.32B,"$35,806,385",408.29M KAS,26.28B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/20396.svg
GateToken,GT,$18.54,https://s2.coinmarketcap.com/static/img/coins/64x64/4269.png,0.05%,0.59%,3.71%,$2.28B,"$7,260,255",392.00K GT,122.91M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4269.svg
POL (prev. MATIC),POL,$0.2166,https://s2.coinmarketcap.com/static/img/coins/64x64/28321.png,0.25%,3.66%,2.29%,$2.26B,"$170,723,661",791.05M POL,10.44B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28321.svg
Mantle,MNT,$0.6511,https://s2.coinmarketcap.com/static/img/coins/64x64/27075.png,0.08%,2.29%,3.10%,$2.19B,"$110,044,292",169.11M MNT,3.36B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/27075.svg
World Liberty Financial USD,USD1,$1.00,https://s2.coinmarketcap.com/static/img/coins/64x64/36148.png,0.00%,0.00%,0.03%,$2.18B,"$205,852,706",205.78M USD1,2.18B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36148.svg
VeChain,VET,$0.02435,https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,0.04%,2.80%,1.18%,$2.09B,"$31,416,131",1.29B VET,85.98B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3077.svg
OFFICIAL TRUMP,TRUMP,$10.45,https://s2.coinmarketcap.com/static/img/coins/64x64/35336.png,0.31%,5.82%,5.21%,$2.09B,"$658,238,244",63.09M TRUMP,199.99M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35336.svg
Render,RENDER,$3.90,https://s2.coinmarketcap.com/static/img/coins/64x64/5690.png,0.13%,3.99%,0.93%,$2.02B,"$49,545,022",12.67M RENDER,517.89M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5690.svg
Ethena,ENA,$0.3218,https://s2.coinmarketcap.com/static/img/coins/64x64/30171.png,0.36%,7.29%,5.34%,$1.96B,"$189,512,442",590.38M ENA,6.08B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/30171.svg
Artificial Superintelligence Alliance,FET,$0.7647,https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,0.37%,2.77%,1.70%,$1.83B,"$128,662,929",168.24M FET,2.39B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3773.svg
Worldcoin,WLD,$1.13,https://s2.coinmarketcap.com/static/img/coins/64x64/13502.png,0.35%,6.61%,2.34%,$1.8B,"$155,366,151",138.04M WLD,1.58B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13502.svg
Filecoin,FIL,$2.51,https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,0.00%,3.60%,1.67%,$1.7B,"$81,944,439",32.71M FIL,675.42M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2280.svg
Cosmos,ATOM,$4.31,https://s2.coinmarketcap.com/static/img/coins/64x64/3794.png,0.04%,2.62%,0.21%,$1.69B,"$97,456,600",22.63M ATOM,390.93M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3794.svg
Arbitrum,ARB,$0.3462,https://s2.coinmarketcap.com/static/img/coins/64x64/11841.png,0.28%,2.61%,1.24%,$1.68B,"$125,313,844",363.80M ARB,4.86B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11841.svg
Algorand,ALGO,$0.1934,https://s2.coinmarketcap.com/static/img/coins/64x64/4030.png,0.21%,2.05%,0.48%,$1.67B,"$35,669,317",185.03M ALGO,8.61B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4030.svg
First Digital USD,FDUSD,$0.9990,https://s2.coinmarketcap.com/static/img/coins/64x64/26081.png,0.00%,0.03%,0.06%,$1.56B,"$4,382,435,798",4.38B FDUSD,1.55B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/26081.svg
Sky,SKY,$0.07159,https://s2.coinmarketcap.com/static/img/coins/64x64/33038.png,0.41%,2.74%,8.74%,$1.53B,"$5,663,361",79.91M SKY,21.33B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33038.svg
Quant,QNT,$115.83,https://s2.coinmarketcap.com/static/img/coins/64x64/3155.png,0.36%,1.01%,8.18%,$1.4B,"$17,303,131",149.69K QNT,12.07M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3155.svg
KuCoin Token,KCS,$11.10,https://s2.coinmarketcap.com/static/img/coins/64x64/2087.png,0.30%,0.16%,1.37%,$1.39B,"$3,189,319",287.17K KCS,125M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2087.svg
Jupiter,JUP,$0.4705,https://s2.coinmarketcap.com/static/img/coins/64x64/29210.png,0.07%,0.29%,10.31%,$1.39B,"$42,000,381",89.69M JUP,2.95B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29210.svg
Celestia,TIA,$2.03,https://s2.coinmarketcap.com/static/img/coins/64x64/22861.png,0.23%,0.29%,6.83%,$1.35B,"$97,156,298",47.96M TIA,662.79M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/22861.svg
Injective,INJ,$13.03,https://s2.coinmarketcap.com/static/img/coins/64x64/7226.png,0.88%,8.62%,6.42%,$1.3B,"$90,010,485",6.95M INJ,99.97M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7226.svg
Bonk,BONK,$0.00001562,https://s2.coinmarketcap.com/static/img/coins/64x64/23095.png,0.13%,1.62%,4.69%,$1.25B,"$186,681,930",12.00T BONK,79.86T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23095.svg
Flare,FLR,$0.01805,https://s2.coinmarketcap.com/static/img/coins/64x64/7950.png,0.28%,3.38%,9.30%,$1.22B,"$7,397,293",409.43M FLR,67.37B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7950.svg
Virtuals Protocol,VIRTUAL,$1.84,https://s2.coinmarketcap.com/static/img/coins/64x64/29420.png,0.19%,3.70%,11.31%,$1.21B,"$352,335,041",191.40M VIRTUAL,654.7M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/29420.svg
Story,IP,$4.06,https://s2.coinmarketcap.com/static/img/coins/64x64/35626.png,0.11%,0.96%,3.27%,$1.14B,"$59,451,769",14.62M IP,280.77M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/35626.svg
Sonic,S,$0.3810,https://s2.coinmarketcap.com/static/img/coins/64x64/32684.png,0.01%,1.17%,3.17%,$1.1B,"$53,290,247",140.68M S,2.88B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32684.svg
Optimism,OP,$0.6370,https://s2.coinmarketcap.com/static/img/coins/64x64/11840.png,0.22%,5.78%,0.89%,$1.09B,"$158,660,355",250.41M OP,1.71B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/11840.svg
Four,FORM,$2.78,https://s2.coinmarketcap.com/static/img/coins/64x64/23635.png,0.11%,1.01%,3.70%,$1.06B,"$11,830,435",4.25M FORM,381.86M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23635.svg
Fartcoin,FARTCOIN,$1.05,https://s2.coinmarketcap.com/static/img/coins/64x64/33597.png,0.16%,0.50%,3.71%,$1.06B,"$175,259,854",166.55M FARTCOIN,999.99M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/33597.svg
SPX6900,SPX,$1.11,https://s2.coinmarketcap.com/static/img/coins/64x64/28081.png,1.49%,0.02%,13.88%,$1.04B,"$58,521,068",52.71M SPX,930.99M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28081.svg
Sei,SEI,$0.1920,https://s2.coinmarketcap.com/static/img/coins/64x64/23149.png,0.07%,1.97%,0.29%,$1.02B,"$35,788,250",187.14M SEI,5.33B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/23149.svg
PayPal USD,PYUSD,$0.9996,https://s2.coinmarketcap.com/static/img/coins/64x64/27772.png,0.01%,0.03%,0.00%,$1B,"$18,390,114",18.39M PYUSD,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/27772.svg
Stacks,STX,$0.6565,https://s2.coinmarketcap.com/static/img/coins/64x64/4847.png,0.09%,1.71%,10.75%,$1B,"$83,166,543",127.46M STX,1.52B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4847.svg
Immutable,IMX,$0.5305,https://s2.coinmarketcap.com/static/img/coins/64x64/10603.png,1.36%,3.14%,3.15%,$977.29M,"$27,299,112",51.79M IMX,1.84B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10603.svg
XDC Network,XDC,$0.05915,https://s2.coinmarketcap.com/static/img/coins/64x64/2634.png,0.15%,0.41%,0.69%,$959.29M,"$30,662,797",518.27M XDC,16.21B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2634.svg
Vaulta,A,$0.5961,https://s2.coinmarketcap.com/static/img/coins/64x64/36462.png,0.18%,0.91%,5.27%,$936.04M,"$31,455,116",52.93M A,1.57B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36462.svg
The Graph,GRT,$0.09296,https://s2.coinmarketcap.com/static/img/coins/64x64/6719.png,0.54%,2.24%,2.96%,$915.75M,"$28,628,253",308.86M GRT,9.85B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6719.svg
Curve DAO Token,CRV,$0.6617,https://s2.coinmarketcap.com/static/img/coins/64x64/6538.png,0.28%,4.60%,0.48%,$891.95M,"$96,923,222",147.24M CRV,1.34B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6538.svg
DeXe,DEXE,$10.44,https://s2.coinmarketcap.com/static/img/coins/64x64/7326.png,0.60%,6.62%,26.36%,$874.79M,"$19,701,458",1.87M DEXE,83.73M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7326.svg
dogwifhat,WIF,$0.8817,https://s2.coinmarketcap.com/static/img/coins/64x64/28752.png,0.70%,3.58%,6.16%,$880.68M,"$298,994,793",340.82M WIF,998.84M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28752.svg
Tether Gold,XAUt,"$3,319.64",https://s2.coinmarketcap.com/static/img/coins/64x64/5176.png,0.12%,1.16%,0.82%,$818.37M,"$21,104,189",6.36K XAUt,246.52K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/5176.svg
Zcash,ZEC,$48.76,https://s2.coinmarketcap.com/static/img/coins/64x64/1437.png,0.22%,1.14%,3.66%,$812.68M,"$72,540,278",1.49M ZEC,16.66M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1437.svg
FLOKI,FLOKI,$0.00008428,https://s2.coinmarketcap.com/static/img/coins/64x64/10804.png,0.72%,1.30%,0.52%,$811.2M,"$91,302,739",1.08T FLOKI,9.62T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/10804.svg
Nexo,NEXO,$1.24,https://s2.coinmarketcap.com/static/img/coins/64x64/2694.png,0.55%,2.33%,1.74%,$806.77M,"$11,188,232",8.96M NEXO,646.14M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2694.svg
PAX Gold,PAXG,"$3,337.28",https://s2.coinmarketcap.com/static/img/coins/64x64/4705.png,0.01%,1.13%,1.02%,$802.59M,"$32,103,186",9.62K PAXG,240.49K,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/4705.svg
Theta Network,THETA,$0.7811,https://s2.coinmarketcap.com/static/img/coins/64x64/2416.png,0.39%,4.18%,3.41%,$781.11M,"$22,930,151",29.49M THETA,1B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/2416.svg
Ethereum Name Service,ENS,$20.65,https://s2.coinmarketcap.com/static/img/coins/64x64/13855.png,0.10%,1.86%,1.38%,$753.36M,"$41,945,449",2.03M ENS,36.47M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/13855.svg
PancakeSwap,CAKE,$2.33,https://s2.coinmarketcap.com/static/img/coins/64x64/7186.png,0.38%,0.40%,1.72%,$752.51M,"$56,133,913",24.09M CAKE,321.94M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7186.svg
Gala,GALA,$0.01642,https://s2.coinmarketcap.com/static/img/coins/64x64/7080.png,0.02%,3.10%,0.67%,$735.47M,"$59,086,816",3.61B GALA,44.78B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/7080.svg
Lido DAO,LDO,$0.8183,https://s2.coinmarketcap.com/static/img/coins/64x64/8000.png,0.12%,4.75%,0.47%,$734.15M,"$73,303,291",90.21M LDO,897.14M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8000.svg
The Sandbox,SAND,$0.2784,https://s2.coinmarketcap.com/static/img/coins/64x64/6210.png,0.30%,3.68%,2.17%,$706.71M,"$41,635,217",149.54M SAND,2.53B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/6210.svg
JasmyCoin,JASMY,$0.01419,https://s2.coinmarketcap.com/static/img/coins/64x64/8425.png,0.06%,0.58%,7.96%,$701.72M,"$23,544,121",1.66B JASMY,49.44B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8425.svg
IOTA,IOTA,$0.1814,https://s2.coinmarketcap.com/static/img/coins/64x64/1720.png,0.27%,3.15%,0.71%,$691.38M,"$12,348,815",68.36M IOTA,3.8B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/1720.svg
Walrus,WAL,$0.5077,https://s2.coinmarketcap.com/static/img/coins/64x64/36119.png,0.11%,0.43%,2.50%,$684.5M,"$18,333,554",36.22M WAL,1.34B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/36119.svg
Pyth Network,PYTH,$0.1187,https://s2.coinmarketcap.com/static/img/coins/64x64/28177.png,0.64%,3.06%,2.98%,$682.75M,"$17,455,012",147.43M PYTH,5.74B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/28177.svg
BitTorrent [New],BTT,$0.066869,https://s2.coinmarketcap.com/static/img/coins/64x64/16086.png,0.69%,0.13%,0.41%,$677.37M,"$9,592,693",13.96T BTT,986.06T,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/16086.svg
Pendle,PENDLE,$4.09,https://s2.coinmarketcap.com/static/img/coins/64x64/9481.png,0.43%,1.29%,0.31%,$664.96M,"$56,398,163",13.84M PENDLE,162.29M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/9481.svg
Bitcoin SV,BSV,$32.98,https://s2.coinmarketcap.com/static/img/coins/64x64/3602.png,0.15%,0.79%,1.25%,$655.64M,"$54,282,416",1.64M BSV,19.87M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/3602.svg
Kaia,KAIA,$0.1084,https://s2.coinmarketcap.com/static/img/coins/64x64/32880.png,0.20%,2.20%,3.29%,$654.54M,"$11,652,719",107.61M KAIA,6.03B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/32880.svg
Pudgy Penguins,PENGU,$0.01021,https://s2.coinmarketcap.com/static/img/coins/64x64/34466.png,0.18%,6.25%,1.55%,$642.11M,"$101,906,928",10.03B PENGU,62.86B,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/34466.svg
Raydium,RAY,$2.21,https://s2.coinmarketcap.com/static/img/coins/64x64/8526.png,0.64%,1.41%,12.09%,$639.32M,"$41,244,587",18.73M RAY,288.57M,https://s3.coinmarketcap.com/generated/sparklines/web/7d/2781/8526.svg
